,freq,Base,lne_4001_8001_1,lne_4001_4204_1,lne_4001_4097_1,lne_4001_4094_1,lne_4001_4090_1,lne_3906_4001_2,lne_3906_4001_1
104,0.616,0.7544278001676771,0.7543054109909705,0.7543718484898752,0.7578361788923618,0.7578929881610641,0.7543731948060354,0.75437177320964,0.75437177320964
105,0.62,0.7444748984476437,0.7443665864421722,0.744418808391512,0.7476176867728367,0.7476695911040964,0.7444250096525764,0.7444251270159857,0.7444251270159857
106,0.624,0.7346728194739646,0.7345767382984086,0.7346165996628801,0.7375760625723213,0.7376235066994631,0.7346270185753069,0.7346284910523122,0.7346284910523122
107,0.628,0.7250201968262996,0.7249347795903168,0.7249638551628023,0.7277068449228273,0.7277502264530961,0.7249779500129977,0.724980620664756,0.724980620664756
108,0.632,0.7155153212058438,0.7154392328562263,0.7154588649599661,0.7180056641485008,0.7180453392286182,0.7154761733820802,0.7154799077540918,0.7154799077540918
109,0.636,0.7061562095480756,0.7060883082365985,0.7060996454323186,0.7084682414711483,0.708504529690923,0.7061197712329563,0.7061244537372605,0.7061244537372605
110,0.64,0.6969406611120244,0.696879966697403,0.6968839953452829,0.6990903877616228,0.6991235764088184,0.6969065977567014,0.6969121286996404,0.6969121286996404
111,0.644,0.6878663031036139,0.6878119713489459,0.6878095414659128,0.6898680019166552,0.6898983496779544,0.6878343263384192,0.6878406194682914,0.6878406194682914
112,0.648,0.6789306278488084,0.6788819291885692,0.6788737757283729,0.6807970689263392,0.6808248091140885,0.6789004882789684,0.6789074687542188,0.6789074687542188
113,0.652,0.6701310231125757,0.6700873251035006,0.6700740855464721,0.6718736576855487,0.6718990010574463,0.6701025043624926,0.6701101070615463,0.6701101070615463
114,0.656,0.6614647968330476,0.6614255495887751,0.6614077785424132,0.6630939185926839,0.663117055821163,0.6614377106019833,0.6614458787118105,0.6614458787118105
115,0.66,0.6529291972848386,0.6528939213381685,0.652872102705537,0.6544540809708642,0.6544751848102862,0.6529033792256066,0.652912063058638,0.652912063058638
116,0.664,0.6445214294847762,0.6444897056336779,0.6444642627941727,0.6459504503397451,0.6459696775322737,0.6444967357550758,0.6445058917539337,0.6445058917539337
117,0.668,0.6362386684948508,0.6362101292763459,0.6361814336352808,0.637579405560267,0.6375968985152608,0.6362149728606675,0.6362245627579907,0.6362245627579907
118,0.672,0.6280780701514707,0.6280523926567798,0.6280207708508833,0.6293373958696549,0.6293532841463215,0.6280552615454358,0.628065251652247,0.628065251652247
119,0.676,0.6200367796499099,0.6200136794490488,0.6199794194400863,0.6212209378196929,0.6212353394384862,0.6200147601060575,0.6200251207070664,0.6200251207070664
120,0.68,0.612111938332551,0.6120911643200878,0.6120545205652363,0.613226612127602,0.6132396347322209,0.6120906212336629,0.6121013260718359,0.6121013260718359
121,0.684,0.6043006889649233,0.6042820189733439,0.6042432168261532,0.605351060445583,0.6053628023343844,0.60427999755041,0.604291023386317,0.604291023386317
122,0.688,0.5966001797312399,0.5965834167862188,0.5965426562541071,0.5975909820522018,0.5976015330952417,0.5965800458229454,0.5965913720569472,0.5965913720569472
123,0.692,0.5890075671386422,0.5889925362529013,0.5889499952147015,0.5899431304661893,0.5899525729219078,0.5889879300495416,0.5889995383969563,0.5889995383969563
124,0.696,0.5815200179845756,0.581506563405125,0.5814624003740669,0.5824043099808368,0.5824127192245171,0.5815008235814731,0.581512697792541,0.581512697792541
125,0.7,0.5741347105131194,0.5741226933513478,0.5740770498541519,0.5749713721149217,0.5749788172894514,0.5741159104094249,0.5741280360272683,0.5741280360272683
126,0.704,0.5668488348623978,0.5668381310484369,0.5667911336792265,0.567641211973963,0.5676477565720517,0.5668303857211151,0.5668427498720112,0.5668427498720112
127,0.708,0.5596595928854432,0.5596500913979876,0.5596018535959447,0.5604107645135205,0.5604164668993419,0.5596414558158097,0.5596540470270179,0.5596540470270179
128,0.712,0.552564197410223,0.5525557987410045,0.5525064223326679,0.5532770006941553,0.5532819145713747,0.5525463374441594,0.552559145485309,0.552559145485309
129,0.716,0.5455598709904224,0.5455524858091181,0.5455020623496212,0.5462369235155589,0.5462410983478253,0.5455422566271811,0.5455552723718499,0.5455552723718499
130,0.72,0.5386438441863894,0.5386373921771885,0.5385860041192878,0.539287563915141,0.5392910453043746,0.5386264469956396,0.5386396623002784,0.5386396623002784
131,0.724,0.5318133534050542,0.5318077622506093,0.5317554839658348,0.5324259765140512,0.5324288065411953,0.5317961476801655,0.5318095552779594,0.5318095552779594
132,0.728,0.5250656383182181,0.5250608428104512,0.5250077414829657,0.5256492351910952,0.5256514527234442,0.5250486007727794,0.5250621941803938,0.5250621941803938
133,0.732,0.5183979388701216,0.5183938801304726,0.5183400165410973,0.5189544284622969,0.5189560694310137,0.5183810483717853,0.5183948218072542,0.5183948218072542
134,0.736,0.511807491877374,0.5118041166716853,0.5117495458869366,0.5123386546408742,0.5123397522918842,0.5117907292140003,0.511804677524263,0.511804677524263
135,0.74,0.5052915272169157,0.5052887873523347,0.5052335593311333,0.5057990167490689,0.5057996018701463,0.5052748748907385,0.5052889934875515,0.5052889934875515
136,0.744,0.49884726359057047,0.49884511538367876,0.4987892755125456,0.4993326171495718,0.4993327182761075,0.49883070563672116,0.49884499043984715,0.49884499043984715
137,0.748,0.4924719038476301,0.49247030765456584,0.49241389722057294,0.4929365518601089,0.4929361954617629,0.49245542567388856,0.4924698730606208,0.4924698730606208
138,0.752,0.48616262983974473,0.4861615496403818,0.48610460624981583,0.48660790451001645,0.48660711516021166,0.4861462180848203,0.4861608248450311,0.4861608248450311
139,0.756,0.4799165967749045,0.47991599980426547,0.47985855775384945,0.48034373989226903,0.480342540422262,0.47990023918293406,0.47991500247894775,0.47991500247894775
140,0.76,0.4737309270293707,0.4737307834503859,0.47367287405696634,0.47414109705826296,0.4741395086973354,0.47371461233863316,0.47372952966931436,0.47372952966931436
141,0.764,0.4676027033678449,0.46760298598037187,0.46754463787417533,0.46799698189562183,0.4679950243987701,0.4675864212119647,0.4676014903805013,0.4676014903805013
142,0.768,0.461528961512745,0.46152964549444414,0.46147088488032123,0.46190835912117656,0.46190605088552367,0.46151270233288355,0.4615279214178082,0.4615279214178082
143,0.772,0.45550668199297634,0.4555077446682206,0.45544859555871403,0.4558721436119103,0.4558695017829348,0.45549043695971114,0.4555058042887694,0.4555058042887694
144,0.776,0.4495327811907836,0.449534201824282,0.4494746862478523,0.4498851909858178,0.4498822315543818,0.4495165421345405,0.44953205626106363,0.44953205626106363
145,0.78,0.44360410149185536,0.4436058611040946,0.44354599929140837,0.4439442873320499,0.4439410252230976,0.4435878608409003,0.4436035205223902,0.4436035205223902
146,0.784,0.4377174004284631,0.43771948163044516,0.43765929218125865,0.4380461379750364,0.4380425871287511,0.43770115115358743,0.43771695533225674,0.43771695533225674
147,0.788,0.43186933868768407,0.4318717255327543,0.4318112255656085,0.4321873551401712,0.43218352858629355,0.43185307425281955,0.43186902203787036,0.43186902203787036
148,0.792,0.426056466836154,0.42605914468698575,0.42599834997365144,0.4263644443685736,0.4263603542945149,0.4260401811542441,0.4260562718056946,0.4260562718056946
149,0.796,0.4202752105887491,0.4202781659977932,0.42021709108416827,0.4205737895048708,0.42056944731818696,0.42025889798228544,0.420275130896184,0.420275130896184
150,0.8,0.41452185442042244,0.41452507502233304,0.4144637333372861,0.4148116360541619,0.41480705243990323,0.41450550958611576,0.4145218842810062,0.4145218842810062
